category_slug,product_name,product_slug,seller_slug,current_price,seller_product_url,brand_slug,brand_name,product_description,model,sku,primary_image_url,image_urls,specifications,attributes,variation_type,parent_product_slug,original_price,currency,in_stock,stock_quantity,seller_rating,review_count,shipping_cost,free_shipping,estimated_delivery_days,seller_sku,seller_product_name,category_path,category_name,category_description,seller_name,base_url,seller_country_code,is_active
motherboard,Gigabyte B450M DS3H V3 DDR4 AMD Motherboard,gigabyte-b450m-ds3h-v3-ddr4-amd-motherboard,ryans,10800.0,https://www.ryans.com/gigabyte-b450m-ds3h-v3-ddr4-amd-motherboard,gigabyte,Gigabyte,Chipset - AMD B450Sockets Supported - AM4Supported CPU - AMD Ryzen 5000 Series/ AMD Ryzen 5000 G-Series/ AMD Ryzen 4000 G-Series/ 3rd Generation AMD Ryzen/ 2nd Generation AMD Ryzen/ 1st Generation AMD Ryzen/ 2nd Generation Ryzen with Radeon Vega Graphics/ 1st Generation Ryzen with Radeon Vega Graphics/ Athlon with Radeon Vega Graphics ProcessorsGeneration - Not ApplicableMemory Slot - 4Memory Max. - 128GBBack-Connect Design - NoBody Color - Black,,,https://www.ryans.com/storage/products/main/gigabyte-b450m-ds3h-v3-ddr4-amd-11734246893.webp,,,,,,11500.0,BDT,Yes,,,20,,,,02.02.018.554,Gigabyte B450M DS3H V3 DDR4 AMD Motherboard,,Motherboard,,Ryans,ryans.com,BD,1
cpu-cooler,1st Player X-240 ARGB 240mm AIO White Liquid CPU Cooler,1st-player-x-240-argb-240mm-aio-white-liquid-cpu-cooler,ryans,10900.0,https://www.ryans.com/1st-player-x-240-white-liquid-cpu-cooler,1st-player,1st Player,"Cooler Type - Liquid CPU CoolerFan Size (Height) - 120mmFan Speed - 2000 RPMLED Color - ARGBSupported Socket - Intel - LGA1851/ LGA1700/ LGA2011/ LGA1150/ LGA1151/ LGA1155/ LGA1156, AMD - AM5/ AM4Body Color - White",,,https://www.ryans.com/storage/products/main/1st-player-x-240-argb-240mm-aio-white-liquid-cpu-11746619129.webp,,,,,,11830.0,BDT,Yes,,,10,,,,55.02.931.40,1st Player X-240 ARGB 240mm AIO White Liquid CPU Cooler,,CPU Cooler,,Ryans,ryans.com,BD,1
power-supply,Cooler Master G800 GOLD 800W ATX Non-Modular Power Supply #MPW-8001-ACAAG-IN,cooler-master-g800-gold-800w-atx-non-modular-power-supply-#mpw-8001-acaag-in,ryans,10900.0,https://www.ryans.com/cooler-master-g800-gold-800w-atx-non-modular-power-supply,all-brands,All Brands,"PSU Category - Non ModularType - ATXMaximum Power - 800 WattEfficiency - 90% EfficiencyEfficiency Rating - 80 Plus GoldProtection - OVP, UVP, OPP, OTP, SCP, OCPColor - Black",,,https://www.ryans.com/storage/products/main/cooler-master-g800-gold-800w-atx-non-modular-11658837099.webp,,,,,,11830.0,BDT,Yes,,,0,,,,55.01.460.136,Cooler Master G800 GOLD 800W ATX Non-Modular Power Supply #MPW-8001-ACAAG-IN,,Power Supply,,Ryans,ryans.com,BD,1
casing,ASUS A21 PLUS Mesh Mid Tower Black Micro-ATX Gaming Casing,asus-a21-plus-mesh-mid-tower-black-micro-atx-gaming-casing,ryans,10900.0,https://www.ryans.com/asus-a21-plus-mid-tower-gaming-casing,asus,ASUS,Case Type - Mid TowerOptical Drive Bay - NoCooling Fan (Built-In) - 4Lighting Fan - ARGBPower Supply (Built-In) - NoBack-Connect Supported - YesColor - Black,,,https://www.ryans.com/storage/products/main/asus-a21-plus-mid-tower-black-micro-atx-gaming-11755409191.webp,,,,,,11830.0,BDT,Yes,,,0,,,,07.02.006.27,ASUS A21 PLUS Mesh Mid Tower Black Micro-ATX Gaming Casing,,Casing,,Ryans,ryans.com,BD,1
casing,Xigmatek Endorphin WD Arctic V2 WH Mid Tower White E-ATX Gaming Desktop Casing #EN42218,xigmatek-endorphin-wd-arctic-v2-wh-mid-tower-white-e-atx-gaming-desktop-casing-#en42218,ryans,10900.0,https://www.ryans.com/xigmatek-endorphin-wd-arctic-v2-wh-mid-tower-e-atx-gaming-desktop-casing,xigmatek,Xigmatek,Case Type - Mid TowerOptical Drive Bay - NoCooling Fan (Built-In) - 4Lighting Fan - ARGBPower Supply (Built-In) - NoBack-Connect Supported - NoColor - White,,,https://www.ryans.com/storage/products/main/xigmatek-endorphin-wd-arctic-v2-wh-mid-tower-11736424600.webp,,,,,,11830.0,BDT,Yes,,,10,,,,07.02.774.50,Xigmatek Endorphin WD Arctic V2 WH Mid Tower White E-ATX Gaming Desktop Casing #EN42218,,Casing,,Ryans,ryans.com,BD,1
motherboard,MSI PRO H610M-E DDR5 Intel Motherboard,msi-pro-h610m-e-ddr5-intel-motherboard,ryans,10800.0,https://www.ryans.com/msi-pro-h610m-e-ddr5-intel-motherboard,msi,MSI,"Chipset - Intel H610Sockets Supported - LGA1700Supported CPU - 12th/13th/14th Gen Intel Core Processors, Pentium Gold and Celeron ProcessorsGeneration - 12th/13th/14thMemory Slot - 2Memory Max. - 96GBBack-Connect Design - NoBody Color - Black",,,https://www.ryans.com/storage/products/main/msi-pro-h610m-e-ddr5-intel-11692795688.webp,,,,,,11720.0,BDT,Yes,,,15,,,,02.01.033.394,MSI PRO H610M-E DDR5 Intel Motherboard,,Motherboard,,Ryans,ryans.com,BD,1
casing,COUGAR Duoface RGB Mid Tower Black (Tempered Glass Side Window) E-ATX Gaming Desktop Casing,cougar-duoface-rgb-mid-tower-black-(tempered-glass-side-window)-e-atx-gaming-desktop-casing,ryans,10800.0,https://www.ryans.com/cougar-duoface-rgb-mid-tower-gaming-desktop-casing,cougar,COUGAR,Case Type - Mid TowerOptical Drive Bay - NoCooling Fan (Built-In) - 3Lighting Fan - ARGBPower Supply (Built-In) - NoBack-Connect Supported - NoColor - Black,,,https://www.ryans.com/storage/products/main/cougar-duoface-rgb-mid-tower-black-tempered-11745673077.webp,,,,,,11610.0,BDT,Yes,,,0,,,,07.02.841.21,COUGAR Duoface RGB Mid Tower Black (Tempered Glass Side Window) E-ATX Gaming Desktop Casing,,Casing,,Ryans,ryans.com,BD,1
internal-ssd,Netac NV5000-N 500GB M.2 2280 NVMe SSD #NT01NV5000N-500-E4X,netac-nv5000-n-500gb-m.2-2280-nvme-ssd-#nt01nv5000n-500-e4x,ryans,10900.0,https://www.ryans.com/netac-nv5000-n-500gb-ssd,netac,Netac,Type - Internal SSDStorage - 500GBForm Factor (Inch) - M.2 2280Interface(s) - NVMe PCIe Gen4x4Read Speed (Max.) - 4800MB/sWrite Speed (Max.) - 2700MB/sColor - Black,,,https://www.ryans.com/storage/products/main/netac-nv5000-n-500gb-m2-2280-nvme-ssd-11752834285.webp,,,,,,11720.0,BDT,Yes,,,0,,,,04.02.852.81,Netac NV5000-N 500GB M.2 2280 NVMe SSD #NT01NV5000N-500-E4X,,Internal SSD,,Ryans,ryans.com,BD,1
keyboard,Razer BlackWidow V3 Black Wired Mechanical Gaming Keyboard #RZ03-03540100-R3M1,razer-blackwidow-v3-black-wired-mechanical-gaming-keyboard-#rz03-03540100-r3m1,ryans,10700.0,https://www.ryans.com/razer-blackwidow-v3-black-wired-keyboard,razer,Razer,Type - Mechanical Gaming KeyboardInterface - USBLanguage - EnglishLighting - YesMechanical (Key) - YesSwitch Type - Green SwitchColor - BlackCombo Package - Keyboard only,,,https://www.ryans.com/storage/products/main/razer-blackwidow-v3-black-wired-mechanical-gaming-11755089389.webp,,,,,,11610.0,BDT,Yes,,,0,,,,05.01.456.57,Razer BlackWidow V3 Black Wired Mechanical Gaming Keyboard #RZ03-03540100-R3M1,,Keyboard,,Ryans,ryans.com,BD,1
graphics-card,ASUS GeForce GT 1030 2GB GDDR5 low Profile Graphics Card,asus-geforce-gt-1030-2gb-gddr5-low-profile-graphics-card,ryans,10700.0,https://www.ryans.com/asus-geforce-gt-1030-2gb-gddr5-low-profile-graphics-card,all-brands,All Brands,Chipset - NVIDIA GeForceCapacity (GB/TB) - 2GBGraphics Resolution Max. - 1920 x 1200VGA Port - NoHDMI Port - 1Display Port - NoMulti Display Capability - Dual DisplayBody Color - Blue,,,https://www.ryans.com/storage/products/main/asus-geforce-gt-1030-2gb-gddr5-low-profile-31720957552.webp,,,,,,11610.0,BDT,Yes,,,12,,,,14.01.006.150,ASUS GeForce GT 1030 2GB GDDR5 low Profile Graphics Card,,Graphics Card,,Ryans,ryans.com,BD,1
