category_slug,product_name,product_slug,seller_slug,current_price,seller_product_url,brand_slug,brand_name,product_description,model,sku,primary_image_url,image_urls,specifications,attributes,variation_type,parent_product_slug,original_price,currency,in_stock,stock_quantity,seller_rating,review_count,shipping_cost,free_shipping,estimated_delivery_days,seller_sku,seller_product_name,category_path,category_name,category_description,seller_name,base_url,seller_country_code,is_active
network-cable,"Vention IKJBI Cat-8 SFTP, 3 Meter, Black Network Cable #IKJBI Patch Cable","vention-ikjbi-cat-8-sftp,-3-meter,-black-network-cable-#ikjbi-patch-cable",ryans,1190.0,https://www.ryans.com/vention-ikjbi-cat-8-sftp-3-meter-network-cable,vention,Vention,Type - Network CableLength - 3 MeterConductor Material - Oxygen-free CopperJacket Material - PVC & Cotton BraidedCable Shielding - S/FTP (shielded)Color - Black,,,https://www.ryans.com/storage/products/main/vention-ikjbi-cat-8-sftp-3-meter-black-network-11745142807.webp,,,,,,1250.0,BDT,Yes,,,0,,,,29.06.804.103,"Vention IKJBI Cat-8 SFTP, 3 Meter, Black Network Cable #IKJBI Patch Cable",,Network Cable,,Ryans,ryans.com,BD,1
optical-network-unit-onu,Xtreme XT1GE-XP-A 1G X-PON ONU,xtreme-xt1ge-xp-a-1g-x-pon-onu,ryans,1100.0,https://www.ryans.com/xtreme-xt1ge-xp-a-1g-x-pon-onu,xtreme,Xtreme,PON Interface - 1G X-PONPON Port Connector Type - Unmentioned,,,https://www.ryans.com/storage/products/main/xtreme-xt1ge-xp-a-1g-x-pon-11750395909.webp,,,,,,1190.0,BDT,Yes,,,4,,,,29.12.306.31,Xtreme XT1GE-XP-A 1G X-PON ONU,,Optical Network Unit (ONU),,Ryans,ryans.com,BD,1
headphone,Rapoo H150S Wired Black USB Stereo Headphone,rapoo-h150s-wired-black-usb-stereo-headphone,ryans,1500.0,https://www.ryans.com/rapoo-h150s-wired-black-usb-stereo-headphone,rapoo,Rapoo,Type - RegularConnection Type - WiredMicrophone - YesPlug Type - USBCable Length - 6.23 ft.Color - Black,,,https://www.ryans.com/storage/products/main/rapoo-h150s-wired-black-usb-stereo-11729087968.webp,,,,,,1570.0,BDT,Yes,,,13,,,,10.04.680.44,Rapoo H150S Wired Black USB Stereo Headphone,,Headphone,,Ryans,ryans.com,BD,1
wifi-adapter,TP-Link Archer T2U Nano AC600 Dual Band Wi-Fi USB Adapter,tp-link-archer-t2u-nano-ac600-dual-band-wi-fi-usb-adapter,ryans,1190.0,https://www.ryans.com/tp-link-archer-t2u-nano-ac600-dual-band-wi-fi-usb-adapter,tplink,TP-Link,"Network Standards - IEEE 802.11ac, a, n, g, bData Transfer Rates - 600 MbpsWireless Modes - Ad-Hoc, Infrastructure modeAntenna - YesOS Supported - Windows 11/ 10/ 8.1/ 8/ 7/ XP (32/64bits), Mac OS 10.15 and earlierColor - Black",,,https://www.ryans.com/storage/products/main/tp-link-archer-t2u-nano-ac600-dual-band-wi-fi-usb-11700916341.webp,,,,,,1290.0,BDT,Yes,,,19,,,,29.04.091.168,TP-Link Archer T2U Nano AC600 Dual Band Wi-Fi USB Adapter,,Wifi Adapter,,Ryans,ryans.com,BD,1
headphone,Hoco W35 Max Silver Bluetooth Headphone,hoco-w35-max-silver-bluetooth-headphone,ryans,1500.0,https://www.ryans.com/hoco-w35-max-bluetooth-headphone,hoco,Hoco,Type - RegularConnection Type - WirelessMicrophone - YesPlug Type - Single PortPlug Details - 3.5mmCable Length - Not ApplicableColor - Silver,,,https://www.ryans.com/storage/products/main/hoco-w35-max-silver-bluetooth-11770970299.webp,,,,,,1630.0,BDT,Yes,,,0,,,,10.04.863.48,Hoco W35 Max Silver Bluetooth Headphone,,Headphone,,Ryans,ryans.com,BD,1
headphone,Hoco W35 Max Black Bluetooth Headphone,hoco-w35-max-black-bluetooth-headphone,ryans,1500.0,https://www.ryans.com/hoco-w35-max-headphone,hoco,Hoco,Type - RegularConnection Type - WirelessMicrophone - YesPlug Type - Single PortCable Length - Not ApplicableColor - Black,,,https://www.ryans.com/storage/products/main/hoco-w35-max-black-bluetooth-11770972203.webp,,,,,,1630.0,BDT,Yes,,,0,,,,10.04.863.47,Hoco W35 Max Black Bluetooth Headphone,,Headphone,,Ryans,ryans.com,BD,1
headphone,Havit H600BT Black Foldable Bluetooth Headphone,havit-h600bt-black-foldable-bluetooth-headphone,ryans,1525.0,https://www.ryans.com/havit-h600bt-black-foldable-bluetooth-headphone,all-brands,All Brands,Type - RegularConnection Type - WirelessMicrophone - YesPlug Type - Single PortColor - Black,,,https://www.ryans.com/storage/products/main/havit-h600bt-black-foldable-bluetooth-11585112492.webp,,,,,,1630.0,BDT,Yes,,,13,,,,10.04.471.97,Havit H600BT Black Foldable Bluetooth Headphone,,Headphone,,Ryans,ryans.com,BD,1
headphone,EKSA Telecom H12 Black Wired Over-Ear Professional Headphone,eksa-telecom-h12-black-wired-over-ear-professional-headphone,ryans,1550.0,https://www.ryans.com/eksa-telecom-h12-wired-over-ear-professional-headphone,eksa,EKSA,Type - Professional HeadphoneConnection Type - WiredMicrophone - YesPlug Type - Single PortCable Length - UnmentionedColor - Black,,,https://www.ryans.com/storage/products/main/eksa-telecom-h12-black-wired-over-ear-11737801336.webp,,,,,,1680.0,BDT,Yes,,,11,,,,10.04.986.17,EKSA Telecom H12 Black Wired Over-Ear Professional Headphone,,Headphone,,Ryans,ryans.com,BD,1
headphone,Microlab K360 Single Port White Head Phone,microlab-k360-single-port-white-head-phone,ryans,1500.0,https://www.ryans.com/microlab-k360-single-port-white-head-phone,microlab,Microlab,Type - RegularConnection Type - WiredMicrophone - YesPlug Type - Single PortCable Length - UnmentionedColor - White,,,https://www.ryans.com/storage/products/main/microlab-k360-single-port-white-head-11714894136.webp,,,,,,1630.0,BDT,Yes,,,1,,,,10.04.031.06,Microlab K360 Single Port White Head Phone,,Headphone,,Ryans,ryans.com,BD,1
headphone,Havit Gamenote H2037d RGB Wired White Gaming Headphone,havit-gamenote-h2037d-rgb-wired-white-gaming-headphone,ryans,1550.0,https://www.ryans.com/havit-gamenote-h2037d-rgb-wired-white-gaming-headphone,havit,Havit,Type - GamingConnection Type - WiredMicrophone - YesPlug Type - Dual Port With USBCable Length - 6.88 ft.Color - White,,,https://www.ryans.com/storage/products/main/havit-gamenote-h2037d-rgb-wired-white-gaming-11714303840.webp,,,,,,1680.0,BDT,Yes,,,12,,,,10.04.471.269,Havit Gamenote H2037d RGB Wired White Gaming Headphone,,Headphone,,Ryans,ryans.com,BD,1
